"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"KOR","MFP","TOT","AGRWTH","A","2021",1.894347,
"KOR","MFP","TOT","AGRWTH","A","2022",-0.252973,
"NLD","MFP","TOT","AGRWTH","A","1985",1.040509,
"NLD","MFP","TOT","AGRWTH","A","1986",0.721255,
"NLD","MFP","TOT","AGRWTH","A","1987",0.434996,
"NLD","MFP","TOT","AGRWTH","A","1988",1.281809,
"NLD","MFP","TOT","AGRWTH","A","1989",1.56664,
"NLD","MFP","TOT","AGRWTH","A","1990",1.022904,
"NLD","MFP","TOT","AGRWTH","A","1991",0.491455,
"NLD","MFP","TOT","AGRWTH","A","1992",-0.588466,
"NLD","MFP","TOT","AGRWTH","A","1993",0.782542,
"NLD","MFP","TOT","AGRWTH","A","1994",1.425552,
"NLD","MFP","TOT","AGRWTH","A","1995",-0.892563,
"NLD","MFP","TOT","AGRWTH","A","1996",0.384759,
"NLD","MFP","TOT","AGRWTH","A","1997",1.796423,
"NLD","MFP","TOT","AGRWTH","A","1998",1.767738,
"NLD","MFP","TOT","AGRWTH","A","1999",1.476625,
"NLD","MFP","TOT","AGRWTH","A","2000",2.183647,
"NLD","MFP","TOT","AGRWTH","A","2001",0.295642,
"NLD","MFP","TOT","AGRWTH","A","2002",-0.105288,
"NLD","MFP","TOT","AGRWTH","A","2003",0.401301,
"NLD","MFP","TOT","AGRWTH","A","2004",1.161967,
"NLD","MFP","TOT","AGRWTH","A","2005",1.581355,
"NLD","MFP","TOT","AGRWTH","A","2006",1.136617,
"NLD","MFP","TOT","AGRWTH","A","2007",0.250373,
"NLD","MFP","TOT","AGRWTH","A","2008",0.12098,
"NLD","MFP","TOT","AGRWTH","A","2009",-3.168168,
"NLD","MFP","TOT","AGRWTH","A","2010",1.445642,
"NLD","MFP","TOT","AGRWTH","A","2011",0.382717,
"NLD","MFP","TOT","AGRWTH","A","2012",-0.802841,
"NLD","MFP","TOT","AGRWTH","A","2013",-0.062331,
"NLD","MFP","TOT","AGRWTH","A","2014",0.605828,
"NLD","MFP","TOT","AGRWTH","A","2015",-0.260788,
"NLD","MFP","TOT","AGRWTH","A","2016",0.053127,
"NLD","MFP","TOT","AGRWTH","A","2017",0.821797,
"NLD","MFP","TOT","AGRWTH","A","2018",0.072986,
"NLD","MFP","TOT","AGRWTH","A","2019",-0.425246,
"NLD","MFP","TOT","AGRWTH","A","2020",-2.221569,
"NLD","MFP","TOT","AGRWTH","A","2021",1.987792,
"NLD","MFP","TOT","AGRWTH","A","2022",1.072948,
"NZL","MFP","TOT","AGRWTH","A","1987",-0.147359,
"NZL","MFP","TOT","AGRWTH","A","1988",3.075793,
"NZL","MFP","TOT","AGRWTH","A","1989",1.673663,
"NZL","MFP","TOT","AGRWTH","A","1990",1.481574,
"NZL","MFP","TOT","AGRWTH","A","1991",-2.142273,
"NZL","MFP","TOT","AGRWTH","A","1992",2.490808,
"NZL","MFP","TOT","AGRWTH","A","1993",2.907414,
"NZL","MFP","TOT","AGRWTH","A","1994",1.042396,
"NZL","MFP","TOT","AGRWTH","A","1995",0.62411,
"NZL","MFP","TOT","AGRWTH","A","1996",0.093234,
"NZL","MFP","TOT","AGRWTH","A","1997",2.051429,
"NZL","MFP","TOT","AGRWTH","A","1998",-1.976722,
"NZL","MFP","TOT","AGRWTH","A","1999",1.068417,
"NZL","MFP","TOT","AGRWTH","A","2000",1.510126,
"NZL","MFP","TOT","AGRWTH","A","2001",1.119089,
"NZL","MFP","TOT","AGRWTH","A","2002",1.554534,
"NZL","MFP","TOT","AGRWTH","A","2003",1.02396,
"NZL","MFP","TOT","AGRWTH","A","2004",-1.075239,
"NZL","MFP","TOT","AGRWTH","A","2005",-1.045636,
"NZL","MFP","TOT","AGRWTH","A","2006",0.081752,
"NZL","MFP","TOT","AGRWTH","A","2007",2.353846,
"NZL","MFP","TOT","AGRWTH","A","2008",-4.013962,
"NZL","MFP","TOT","AGRWTH","A","2009",3.364007,
"NZL","MFP","TOT","AGRWTH","A","2010",-1.377693,
"NZL","MFP","TOT","AGRWTH","A","2011",0.991882,
"NZL","MFP","TOT","AGRWTH","A","2012",2.325689,
"NZL","MFP","TOT","AGRWTH","A","2013",-2.088195,
"NZL","MFP","TOT","AGRWTH","A","2014",-0.222186,
"NZL","MFP","TOT","AGRWTH","A","2015",1.757181,
"NZL","MFP","TOT","AGRWTH","A","2016",-0.575674,
"NZL","MFP","TOT","AGRWTH","A","2017",0.196603,
"NZL","MFP","TOT","AGRWTH","A","2018",1.592828,
"NZL","MFP","TOT","AGRWTH","A","2019",-1.022034,
"NZL","MFP","TOT","AGRWTH","A","2020",0.326171,
"NZL","MFP","TOT","AGRWTH","A","2021",1.578676,
"NZL","MFP","TOT","AGRWTH","A","2022",-1.278205,
"PRT","MFP","TOT","AGRWTH","A","1985",3.032413,
"PRT","MFP","TOT","AGRWTH","A","1986",3.933416,
"PRT","MFP","TOT","AGRWTH","A","1987",3.035122,
"PRT","MFP","TOT","AGRWTH","A","1988",4.627314,
"PRT","MFP","TOT","AGRWTH","A","1989",3.080346,
"PRT","MFP","TOT","AGRWTH","A","1990",1.614471,
"PRT","MFP","TOT","AGRWTH","A","1991",3.473985,
"PRT","MFP","TOT","AGRWTH","A","1992",1.482454,
"PRT","MFP","TOT","AGRWTH","A","1993",-1.618792,
"PRT","MFP","TOT","AGRWTH","A","1994",-0.383287,
"PRT","MFP","TOT","AGRWTH","A","1995",0.963987,
"PRT","MFP","TOT","AGRWTH","A","1996",0.976335,
"PRT","MFP","TOT","AGRWTH","A","1997",1.127686,
"PRT","MFP","TOT","AGRWTH","A","1998",0.178101,
"PRT","MFP","TOT","AGRWTH","A","1999",0.74966,
"PRT","MFP","TOT","AGRWTH","A","2000",-0.151849,
"PRT","MFP","TOT","AGRWTH","A","2001",-0.427893,
"PRT","MFP","TOT","AGRWTH","A","2002",-0.71376,
"PRT","MFP","TOT","AGRWTH","A","2003",-1.186443,
"PRT","MFP","TOT","AGRWTH","A","2004",0.843259,
"PRT","MFP","TOT","AGRWTH","A","2005",-0.111415,
"PRT","MFP","TOT","AGRWTH","A","2006",0.658134,
"PRT","MFP","TOT","AGRWTH","A","2007",0.568576,
"PRT","MFP","TOT","AGRWTH","A","2008",-0.733395,
"PRT","MFP","TOT","AGRWTH","A","2009",-2.217183,
"PRT","MFP","TOT","AGRWTH","A","2010",1.613434,
"PRT","MFP","TOT","AGRWTH","A","2011",-0.145128,
"PRT","MFP","TOT","AGRWTH","A","2012",-0.923545,
"PRT","MFP","TOT","AGRWTH","A","2013",0.493534,
"PRT","MFP","TOT","AGRWTH","A","2014",-0.687525,
"PRT","MFP","TOT","AGRWTH","A","2015",0.235972,
"PRT","MFP","TOT","AGRWTH","A","2016",0.333494,
"PRT","MFP","TOT","AGRWTH","A","2017",1.050096,
"PRT","MFP","TOT","AGRWTH","A","2018",0.078092,
"PRT","MFP","TOT","AGRWTH","A","2019",1.124462,
"PRT","MFP","TOT","AGRWTH","A","2020",-1.933094,
"PRT","MFP","TOT","AGRWTH","A","2021",1.341218,
"PRT","MFP","TOT","AGRWTH","A","2022",4.827487,
"ESP","MFP","TOT","AGRWTH","A","1985",2.848258,
"ESP","MFP","TOT","AGRWTH","A","1986",0.98432,
"ESP","MFP","TOT","AGRWTH","A","1987",1.133482,
"ESP","MFP","TOT","AGRWTH","A","1988",1.253138,
"ESP","MFP","TOT","AGRWTH","A","1989",1.033768,
"ESP","MFP","TOT","AGRWTH","A","1990",-0.649083,
"ESP","MFP","TOT","AGRWTH","A","1991",-0.116232,
"ESP","MFP","TOT","AGRWTH","A","1992",1.248504,
"ESP","MFP","TOT","AGRWTH","A","1993",0.821605,
"ESP","MFP","TOT","AGRWTH","A","1994",1.990975,
"ESP","MFP","TOT","AGRWTH","A","1995",0.341933,
"ESP","MFP","TOT","AGRWTH","A","1996",0.492506,
"ESP","MFP","TOT","AGRWTH","A","1997",-0.360227,
"ESP","MFP","TOT","AGRWTH","A","1998",-0.624191,
"ESP","MFP","TOT","AGRWTH","A","1999",-0.655946,
"ESP","MFP","TOT","AGRWTH","A","2000",0.168448,
"ESP","MFP","TOT","AGRWTH","A","2001",-0.29227,
"ESP","MFP","TOT","AGRWTH","A","2002",-0.479362,
"ESP","MFP","TOT","AGRWTH","A","2003",-0.350812,
"ESP","MFP","TOT","AGRWTH","A","2004",-0.295093,
"ESP","MFP","TOT","AGRWTH","A","2005",-0.155233,
"ESP","MFP","TOT","AGRWTH","A","2006",-0.005988,
"ESP","MFP","TOT","AGRWTH","A","2007",0.168893,
"ESP","MFP","TOT","AGRWTH","A","2008",-1.047592,
"ESP","MFP","TOT","AGRWTH","A","2009",-0.306955,
"ESP","MFP","TOT","AGRWTH","A","2010",0.858704,
"ESP","MFP","TOT","AGRWTH","A","2011",-0.025215,
"ESP","MFP","TOT","AGRWTH","A","2012",-0.289675,
"ESP","MFP","TOT","AGRWTH","A","2013",0.006957,
"ESP","MFP","TOT","AGRWTH","A","2014",0.157427,
"ESP","MFP","TOT","AGRWTH","A","2015",1.122521,
"ESP","MFP","TOT","AGRWTH","A","2016",0.671266,
"ESP","MFP","TOT","AGRWTH","A","2017",0.939345,
"ESP","MFP","TOT","AGRWTH","A","2018",-0.021809,
"ESP","MFP","TOT","AGRWTH","A","2019",0.470284,
"ESP","MFP","TOT","AGRWTH","A","2020",-3.271219,
"ESP","MFP","TOT","AGRWTH","A","2021",-0.031494,
"ESP","MFP","TOT","AGRWTH","A","2022",1.974979,
"SWE","MFP","TOT","AGRWTH","A","1985",-0.302652,
"SWE","MFP","TOT","AGRWTH","A","1986",0.852899,
"SWE","MFP","TOT","AGRWTH","A","1987",0.73656,
"SWE","MFP","TOT","AGRWTH","A","1988",-0.914767,
"SWE","MFP","TOT","AGRWTH","A","1989",-0.150353,
"SWE","MFP","TOT","AGRWTH","A","1990",-1.306381,
"SWE","MFP","TOT","AGRWTH","A","1991",-0.692036,
"SWE","MFP","TOT","AGRWTH","A","1992",0.267471,
"SWE","MFP","TOT","AGRWTH","A","1993",-0.050377,
"SWE","MFP","TOT","AGRWTH","A","1994",1.931865,
"SWE","MFP","TOT","AGRWTH","A","1995",1.385225,
"SWE","MFP","TOT","AGRWTH","A","1996",0.395213,
"SWE","MFP","TOT","AGRWTH","A","1997",2.490038,
"SWE","MFP","TOT","AGRWTH","A","1998",1.549665,
"SWE","MFP","TOT","AGRWTH","A","1999",0.633431,
"SWE","MFP","TOT","AGRWTH","A","2000",2.017637,
"SWE","MFP","TOT","AGRWTH","A","2001",-0.483218,
"SWE","MFP","TOT","AGRWTH","A","2002",2.103121,
"SWE","MFP","TOT","AGRWTH","A","2003",2.117392,
"SWE","MFP","TOT","AGRWTH","A","2004",2.581963,
"SWE","MFP","TOT","AGRWTH","A","2005",1.593206,
"SWE","MFP","TOT","AGRWTH","A","2006",2.137393,
"SWE","MFP","TOT","AGRWTH","A","2007",-0.007278,
"SWE","MFP","TOT","AGRWTH","A","2008",-2.514448,
"SWE","MFP","TOT","AGRWTH","A","2009",-2.846907,
"SWE","MFP","TOT","AGRWTH","A","2010",3.564001,
"SWE","MFP","TOT","AGRWTH","A","2011",0.720387,
"SWE","MFP","TOT","AGRWTH","A","2012",-1.229045,
"SWE","MFP","TOT","AGRWTH","A","2013",0.251858,
"SWE","MFP","TOT","AGRWTH","A","2014",0.881227,
"SWE","MFP","TOT","AGRWTH","A","2015",2.265145,
"SWE","MFP","TOT","AGRWTH","A","2016",-0.761406,
"SWE","MFP","TOT","AGRWTH","A","2017",0.206195,
"SWE","MFP","TOT","AGRWTH","A","2018",-0.172076,
"SWE","MFP","TOT","AGRWTH","A","2019",1.322614,
"SWE","MFP","TOT","AGRWTH","A","2020",-0.895357,
"SWE","MFP","TOT","AGRWTH","A","2021",2.243345,
"SWE","MFP","TOT","AGRWTH","A","2022",-0.380809,
"CHE","MFP","TOT","AGRWTH","A","1992",-0.730318,
"CHE","MFP","TOT","AGRWTH","A","1993",-0.566165,
"CHE","MFP","TOT","AGRWTH","A","1994",-0.238709,
"CHE","MFP","TOT","AGRWTH","A","1995",0.131787,
"CHE","MFP","TOT","AGRWTH","A","1996",0.452854,
"CHE","MFP","TOT","AGRWTH","A","1997",1.456284,
"CHE","MFP","TOT","AGRWTH","A","1998",0.173351,
"CHE","MFP","TOT","AGRWTH","A","1999",-1.456574,
"CHE","MFP","TOT","AGRWTH","A","2000",1.839934,
"CHE","MFP","TOT","AGRWTH","A","2001",0.67548,
"CHE","MFP","TOT","AGRWTH","A","2002",-0.958126,
"CHE","MFP","TOT","AGRWTH","A","2003",-1.346952,
"CHE","MFP","TOT","AGRWTH","A","2004",0.140147,
"CHE","MFP","TOT","AGRWTH","A","2005",1.361001,
"CHE","MFP","TOT","AGRWTH","A","2006",1.715295,
"CHE","MFP","TOT","AGRWTH","A","2007",1.071777,
"CHE","MFP","TOT","AGRWTH","A","2008",0.196791,
"CHE","MFP","TOT","AGRWTH","A","2009",-3.172886,
"CHE","MFP","TOT","AGRWTH","A","2010",2.047011,
"CHE","MFP","TOT","AGRWTH","A","2011",-0.59897,
"CHE","MFP","TOT","AGRWTH","A","2012",-0.249626,
"CHE","MFP","TOT","AGRWTH","A","2013",1.032758,
"CHE","MFP","TOT","AGRWTH","A","2014",0.64913,
"CHE","MFP","TOT","AGRWTH","A","2015",-0.711165,
"CHE","MFP","TOT","AGRWTH","A","2016",0.371097,
"CHE","MFP","TOT","AGRWTH","A","2017",0.761449,
"CHE","MFP","TOT","AGRWTH","A","2018",1.821837,
"CHE","MFP","TOT","AGRWTH","A","2019",0.149248,
"CHE","MFP","TOT","AGRWTH","A","2020",-0.286453,
"CHE","MFP","TOT","AGRWTH","A","2021",1.518376,
"CHE","MFP","TOT","AGRWTH","A","2022",0.340347,
"GBR","MFP","TOT","AGRWTH","A","1985",0.969677,
"GBR","MFP","TOT","AGRWTH","A","1986",1.875155,
"GBR","MFP","TOT","AGRWTH","A","1987",3.003974,
"GBR","MFP","TOT","AGRWTH","A","1988",-0.104111,
"GBR","MFP","TOT","AGRWTH","A","1989",-0.516708,
"GBR","MFP","TOT","AGRWTH","A","1990",-0.565719,
"GBR","MFP","TOT","AGRWTH","A","1991",-0.426512,
"GBR","MFP","TOT","AGRWTH","A","1992",1.778891,
"GBR","MFP","TOT","AGRWTH","A","1993",1.965832,
"GBR","MFP","TOT","AGRWTH","A","1994",1.3788,
"GBR","MFP","TOT","AGRWTH","A","1995",0.42299,
"GBR","MFP","TOT","AGRWTH","A","1996",0.265005,
"GBR","MFP","TOT","AGRWTH","A","1997",2.815458,
"GBR","MFP","TOT","AGRWTH","A","1998",2.175952,
"GBR","MFP","TOT","AGRWTH","A","1999",1.95593,
"GBR","MFP","TOT","AGRWTH","A","2000",3.141406,
"GBR","MFP","TOT","AGRWTH","A","2001",0.596498,
"GBR","MFP","TOT","AGRWTH","A","2002",1.479806,
"GBR","MFP","TOT","AGRWTH","A","2003",2.20731,
"GBR","MFP","TOT","AGRWTH","A","2004",0.97792,
"GBR","MFP","TOT","AGRWTH","A","2005",0.646262,
"GBR","MFP","TOT","AGRWTH","A","2006",1.156201,
"GBR","MFP","TOT","AGRWTH","A","2007",0.967947,
"GBR","MFP","TOT","AGRWTH","A","2008",-0.626901,
"GBR","MFP","TOT","AGRWTH","A","2009",-3.437495,
"GBR","MFP","TOT","AGRWTH","A","2010",2.024623,
"GBR","MFP","TOT","AGRWTH","A","2011",-0.336232,
"GBR","MFP","TOT","AGRWTH","A","2012",-0.765985,
"GBR","MFP","TOT","AGRWTH","A","2013",0.223921,
"GBR","MFP","TOT","AGRWTH","A","2014",0.298903,
"GBR","MFP","TOT","AGRWTH","A","2015",1.29331,
"GBR","MFP","TOT","AGRWTH","A","2016",-0.454261,
"GBR","MFP","TOT","AGRWTH","A","2017",1.328439,
"GBR","MFP","TOT","AGRWTH","A","2018",0.164769,
"GBR","MFP","TOT","AGRWTH","A","2019",0.177007,
"GBR","MFP","TOT","AGRWTH","A","2020",-2.224671,
"GBR","MFP","TOT","AGRWTH","A","2021",-0.008942,
"GBR","MFP","TOT","AGRWTH","A","2022",0.935983,
"USA","MFP","TOT","AGRWTH","A","1985",0.920835,
"USA","MFP","TOT","AGRWTH","A","1986",1.199397,
"USA","MFP","TOT","AGRWTH","A","1987",0.190747,
"USA","MFP","TOT","AGRWTH","A","1988",0.764043,
"USA","MFP","TOT","AGRWTH","A","1989",0.418399,
"USA","MFP","TOT","AGRWTH","A","1990",0.65743,
"USA","MFP","TOT","AGRWTH","A","1991",0.025836,
"USA","MFP","TOT","AGRWTH","A","1992",2.535411,
"USA","MFP","TOT","AGRWTH","A","1993",0.127768,
"USA","MFP","TOT","AGRWTH","A","1994",0.757721,
"USA","MFP","TOT","AGRWTH","A","1995",-0.180562,
"USA","MFP","TOT","AGRWTH","A","1996",1.574352,
"USA","MFP","TOT","AGRWTH","A","1997",0.734817,
"USA","MFP","TOT","AGRWTH","A","1998",1.165432,
"USA","MFP","TOT","AGRWTH","A","1999",1.640202,
"USA","MFP","TOT","AGRWTH","A","2000",1.421319,
"USA","MFP","TOT","AGRWTH","A","2001",0.655844,
"USA","MFP","TOT","AGRWTH","A","2002",1.57142,
"USA","MFP","TOT","AGRWTH","A","2003",2.088226,
"USA","MFP","TOT","AGRWTH","A","2004",1.96088,
"USA","MFP","TOT","AGRWTH","A","2005",1.394929,
"USA","MFP","TOT","AGRWTH","A","2006",0.297324,
"USA","MFP","TOT","AGRWTH","A","2007",0.489338,
"USA","MFP","TOT","AGRWTH","A","2008",0.083377,
"USA","MFP","TOT","AGRWTH","A","2009",1.066127,
"USA","MFP","TOT","AGRWTH","A","2010",1.991614,
"USA","MFP","TOT","AGRWTH","A","2011",-0.230046,
"USA","MFP","TOT","AGRWTH","A","2012",0.136925,
"USA","MFP","TOT","AGRWTH","A","2013",0.063385,
"USA","MFP","TOT","AGRWTH","A","2014",0.134787,
"USA","MFP","TOT","AGRWTH","A","2015",0.428868,
"USA","MFP","TOT","AGRWTH","A","2016",-0.016048,
"USA","MFP","TOT","AGRWTH","A","2017",0.518805,
"USA","MFP","TOT","AGRWTH","A","2018",0.771806,
"USA","MFP","TOT","AGRWTH","A","2019",0.681843,
"USA","MFP","TOT","AGRWTH","A","2020",1.068765,
"USA","MFP","TOT","AGRWTH","A","2021",1.571358,
"USA","MFP","TOT","AGRWTH","A","2022",-1.180009,
"GRC","MFP","TOT","AGRWTH","A","1990",-0.751182,
"GRC","MFP","TOT","AGRWTH","A","1991",2.695366,
"GRC","MFP","TOT","AGRWTH","A","1992",-1.993077,
"GRC","MFP","TOT","AGRWTH","A","1993",-3.543054,
"GRC","MFP","TOT","AGRWTH","A","1994",1.161032,
"GRC","MFP","TOT","AGRWTH","A","1995",1.379946,
"GRC","MFP","TOT","AGRWTH","A","1996",2.351215,
"GRC","MFP","TOT","AGRWTH","A","1997",3.605682,
"GRC","MFP","TOT","AGRWTH","A","1998",-0.994038,
"GRC","MFP","TOT","AGRWTH","A","1999",1.510937,
"GRC","MFP","TOT","AGRWTH","A","2000",1.792934,
"GRC","MFP","TOT","AGRWTH","A","2001",2.266933,
"GRC","MFP","TOT","AGRWTH","A","2002",0.692515,
"GRC","MFP","TOT","AGRWTH","A","2003",2.921727,
"GRC","MFP","TOT","AGRWTH","A","2004",2.020331,
"GRC","MFP","TOT","AGRWTH","A","2005",-3.059944,
"GRC","MFP","TOT","AGRWTH","A","2006",3.090581,
"GRC","MFP","TOT","AGRWTH","A","2007",0.946243,
"GRC","MFP","TOT","AGRWTH","A","2008",-2.675443,
"GRC","MFP","TOT","AGRWTH","A","2009",-4.21959,
"GRC","MFP","TOT","AGRWTH","A","2010",-2.994965,
"GRC","MFP","TOT","AGRWTH","A","2011",-8.274133,
"GRC","MFP","TOT","AGRWTH","A","2012",-5.470347,
"GRC","MFP","TOT","AGRWTH","A","2013",-1.496204,
"GRC","MFP","TOT","AGRWTH","A","2014",0.853871,
"GRC","MFP","TOT","AGRWTH","A","2015",3.283389,
"GRC","MFP","TOT","AGRWTH","A","2016",-2.373407,
"GRC","MFP","TOT","AGRWTH","A","2017",1.73602,
"GRC","MFP","TOT","AGRWTH","A","2018",-1.705444,
"GRC","MFP","TOT","AGRWTH","A","2019",2.236849,
"GRC","MFP","TOT","AGRWTH","A","2020",-0.396034,
"GRC","MFP","TOT","AGRWTH","A","2021",1.077951,
"GRC","MFP","TOT","AGRWTH","A","2022",1.391831,
"LUX","MFP","TOT","AGRWTH","A","1996",-0.41911,
"LUX","MFP","TOT","AGRWTH","A","1997",0.965814,
"LUX","MFP","TOT","AGRWTH","A","1998",1.851681,
"LUX","MFP","TOT","AGRWTH","A","1999",2.536667,
"LUX","MFP","TOT","AGRWTH","A","2000",0.78998,
"LUX","MFP","TOT","AGRWTH","A","2001",-2.365748,
"LUX","MFP","TOT","AGRWTH","A","2002",0.245929,
"LUX","MFP","TOT","AGRWTH","A","2003",0.225291,
"LUX","MFP","TOT","AGRWTH","A","2004",1.277102,
"LUX","MFP","TOT","AGRWTH","A","2005",0.515296,
"LUX","MFP","TOT","AGRWTH","A","2006",2.09039,
"LUX","MFP","TOT","AGRWTH","A","2007",2.620682,
"LUX","MFP","TOT","AGRWTH","A","2008",-5.243819,
"LUX","MFP","TOT","AGRWTH","A","2009",-1.57745,
"LUX","MFP","TOT","AGRWTH","A","2010",1.30581,
"LUX","MFP","TOT","AGRWTH","A","2011",-2.211435,
"LUX","MFP","TOT","AGRWTH","A","2012",-1.052649,
"LUX","MFP","TOT","AGRWTH","A","2013",1.176735,
"LUX","MFP","TOT","AGRWTH","A","2014",-0.613787,
"LUX","MFP","TOT","AGRWTH","A","2015",-0.813594,
"LUX","MFP","TOT","AGRWTH","A","2016",1.962637,
"LUX","MFP","TOT","AGRWTH","A","2017",-1.682978,
"LUX","MFP","TOT","AGRWTH","A","2018",-1.707178,
"LUX","MFP","TOT","AGRWTH","A","2019",-0.747677,
"LUX","MFP","TOT","AGRWTH","A","2020",2.189827,
"LUX","MFP","TOT","AGRWTH","A","2021",-1.455328,
"LUX","MFP","TOT","AGRWTH","A","2022",-2.058823,
"NOR","MFP","TOT","AGRWTH","A","1990",2.550207,
"NOR","MFP","TOT","AGRWTH","A","1991",3.528852,
"NOR","MFP","TOT","AGRWTH","A","1992",3.124167,
"NOR","MFP","TOT","AGRWTH","A","1993",2.256711,
"NOR","MFP","TOT","AGRWTH","A","1994",3.74443,
"NOR","MFP","TOT","AGRWTH","A","1995",2.980071,
"NOR","MFP","TOT","AGRWTH","A","1996",3.003306,
"NOR","MFP","TOT","AGRWTH","A","1997",2.163218,
"NOR","MFP","TOT","AGRWTH","A","1998",-0.580012,
"NOR","MFP","TOT","AGRWTH","A","1999",0.202288,
"NOR","MFP","TOT","AGRWTH","A","2000",2.590951,
"NOR","MFP","TOT","AGRWTH","A","2001",2.118026,
"NOR","MFP","TOT","AGRWTH","A","2002",0.916287,
"NOR","MFP","TOT","AGRWTH","A","2003",1.740652,
"NOR","MFP","TOT","AGRWTH","A","2004",1.472368,
"NOR","MFP","TOT","AGRWTH","A","2005",0.477254,
"NOR","MFP","TOT","AGRWTH","A","2006",-1.070654,
"NOR","MFP","TOT","AGRWTH","A","2007",-2.059097,
"NOR","MFP","TOT","AGRWTH","A","2008",-3.691691,
"NOR","MFP","TOT","AGRWTH","A","2009",-1.572711,
"NOR","MFP","TOT","AGRWTH","A","2010",-0.328584,
"NOR","MFP","TOT","AGRWTH","A","2011",-1.049458,
"NOR","MFP","TOT","AGRWTH","A","2012",0.60162,
"NOR","MFP","TOT","AGRWTH","A","2013",-0.087336,
"NOR","MFP","TOT","AGRWTH","A","2014",0.428955,
"NOR","MFP","TOT","AGRWTH","A","2015",0.904997,
"NOR","MFP","TOT","AGRWTH","A","2016",0.162466,
"NOR","MFP","TOT","AGRWTH","A","2017",1.424217,
"NOR","MFP","TOT","AGRWTH","A","2018",-1.118706,
"NOR","MFP","TOT","AGRWTH","A","2019",-0.96819,
"NOR","MFP","TOT","AGRWTH","A","2020",-0.559786,
"NOR","MFP","TOT","AGRWTH","A","2021",1.322255,
"NOR","MFP","TOT","AGRWTH","A","2022",-0.415218,
"AUS","MFP","TOT","IDX2015","A","1985",82.52744,
"AUS","MFP","TOT","IDX2015","A","1986",81.921422,
"AUS","MFP","TOT","IDX2015","A","1987",83.229791,
"AUS","MFP","TOT","IDX2015","A","1988",82.648545,
"AUS","MFP","TOT","IDX2015","A","1989",82.398953,
"AUS","MFP","TOT","IDX2015","A","1990",82.19758,
"AUS","MFP","TOT","IDX2015","A","1991",82.782415,
"AUS","MFP","TOT","IDX2015","A","1992",84.671154,
"AUS","MFP","TOT","IDX2015","A","1993",84.976896,
"AUS","MFP","TOT","IDX2015","A","1994",85.106087,
"AUS","MFP","TOT","IDX2015","A","1995",86.818922,
"AUS","MFP","TOT","IDX2015","A","1996",88.830447,
"AUS","MFP","TOT","IDX2015","A","1997",90.893818,
"AUS","MFP","TOT","IDX2015","A","1998",93.031778,
"AUS","MFP","TOT","IDX2015","A","1999",93.388451,
"AUS","MFP","TOT","IDX2015","A","2000",93.487237,
"AUS","MFP","TOT","IDX2015","A","2001",95.71424,
"AUS","MFP","TOT","IDX2015","A","2002",96.248617,
"AUS","MFP","TOT","IDX2015","A","2003",97.639853,
"AUS","MFP","TOT","IDX2015","A","2004",96.852636,
"AUS","MFP","TOT","IDX2015","A","2005",96.32913,
"AUS","MFP","TOT","IDX2015","A","2006",96.240525,
"AUS","MFP","TOT","IDX2015","A","2007",96.37142,
"AUS","MFP","TOT","IDX2015","A","2008",97.755947,
"AUS","MFP","TOT","IDX2015","A","2009",96.349381,
"AUS","MFP","TOT","IDX2015","A","2010",96.647139,
"AUS","MFP","TOT","IDX2015","A","2011",96.862811,
"AUS","MFP","TOT","IDX2015","A","2012",97.637247,
"AUS","MFP","TOT","IDX2015","A","2013",98.308476,
"AUS","MFP","TOT","IDX2015","A","2014",98.228466,
"AUS","MFP","TOT","IDX2015","A","2015",100,
"AUS","MFP","TOT","IDX2015","A","2016",99.806189,
"AUS","MFP","TOT","IDX2015","A","2017",100.717714,
"AUS","MFP","TOT","IDX2015","A","2018",100.704068,
"AUS","MFP","TOT","IDX2015","A","2019",101.02576,
"AUS","MFP","TOT","IDX2015","A","2020",102.457099,
"AUS","MFP","TOT","IDX2015","A","2021",103.529277,
"AUS","MFP","TOT","IDX2015","A","2022",102.917533,
"AUT","MFP","TOT","IDX2015","A","1996",88.858495,
"AUT","MFP","TOT","IDX2015","A","1997",89.109295,
"AUT","MFP","TOT","IDX2015","A","1998",91.406732,
"AUT","MFP","TOT","IDX2015","A","1999",92.352624,
"AUT","MFP","TOT","IDX2015","A","2000",93.563193,
"AUT","MFP","TOT","IDX2015","A","2001",93.516756,
"AUT","MFP","TOT","IDX2015","A","2002",94.134743,
"AUT","MFP","TOT","IDX2015","A","2003",93.909976,
"AUT","MFP","TOT","IDX2015","A","2004",95.088259,
"AUT","MFP","TOT","IDX2015","A","2005",96.604826,
"AUT","MFP","TOT","IDX2015","A","2006",98.630096,
"AUT","MFP","TOT","IDX2015","A","2007",100.586371,
"AUT","MFP","TOT","IDX2015","A","2008",100.134589,
"AUT","MFP","TOT","IDX2015","A","2009",97.973545,
"AUT","MFP","TOT","IDX2015","A","2010",98.933104,
"AUT","MFP","TOT","IDX2015","A","2011",99.598083,
"AUT","MFP","TOT","IDX2015","A","2012",99.863452,
"AUT","MFP","TOT","IDX2015","A","2013",99.561134,
"AUT","MFP","TOT","IDX2015","A","2014",99.383822,
"AUT","MFP","TOT","IDX2015","A","2015",100,
"AUT","MFP","TOT","IDX2015","A","2016",99.678641,
